2026-08-29 21:43:38 | INFO | orchestrator | B-20260828-01 | - | Starting DAG esg_daily_ingestion for 2026-08-28 (trigger=seed)
2026-08-29 21:43:38 | INFO | sensor | B-20260828-01 | esg_daily_ingestion.file_sensor_task.B-20260828-01 | Detected incoming file energy_consumption_2026-08-28.csv (1500 bytes)
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.file_sensor_task.B-20260828-01 | Check sla_check [FAIL/HIGH] on file_ingestion_log.received_at
2026-08-29 21:43:38 | WARN | incident | B-20260828-01 | esg_daily_ingestion.file_sensor_task.B-20260828-01 | Incident INC-000009 [P2] created: SLA breach: energy_consumption_2026-08-28.csv arrived 77 min after the 4h SLA window
2026-08-29 21:43:38 | INFO | sensor | B-20260828-01 | esg_daily_ingestion.file_sensor_task.B-20260828-01 | Detected incoming file carbon_emissions_2026-08-28.csv (1432 bytes)
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.file_sensor_task.B-20260828-01 | Check sla_check [PASS/HIGH] on file_ingestion_log.received_at
2026-08-29 21:43:38 | INFO | sensor | B-20260828-01 | esg_daily_ingestion.file_sensor_task.B-20260828-01 | Detected incoming file site_master_2026-08-28.csv (1646 bytes)
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.file_sensor_task.B-20260828-01 | Check sla_check [PASS/HIGH] on file_ingestion_log.received_at
2026-08-29 21:43:38 | INFO | file_sensor_task | B-20260828-01 | esg_daily_ingestion.file_sensor_task.B-20260828-01 | Task SUCCESS
2026-08-29 21:43:38 | INFO | ingest | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Validating energy_consumption_2026-08-28.csv (dataset=energy_consumption)
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check empty_file_check [PASS/CRITICAL] on file_ingestion_log.energy_consumption
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check checksum_validation [PASS/CRITICAL] on file_ingestion_log.energy_consumption
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check schema_header_validation [PASS/CRITICAL] on file_ingestion_log.energy_consumption
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check row_count_check [PASS/HIGH] on file_ingestion_log.energy_consumption
2026-08-29 21:43:38 | INFO | ingest | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Validated energy_consumption_2026-08-28.csv (26 data rows)
2026-08-29 21:43:38 | INFO | ingest | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Validating carbon_emissions_2026-08-28.csv (dataset=carbon_emissions)
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check empty_file_check [PASS/CRITICAL] on file_ingestion_log.carbon_emissions
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check checksum_validation [PASS/CRITICAL] on file_ingestion_log.carbon_emissions
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check schema_header_validation [PASS/CRITICAL] on file_ingestion_log.carbon_emissions
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check row_count_check [PASS/HIGH] on file_ingestion_log.carbon_emissions
2026-08-29 21:43:38 | INFO | ingest | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Validated carbon_emissions_2026-08-28.csv (24 data rows)
2026-08-29 21:43:38 | INFO | ingest | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Validating site_master_2026-08-28.csv (dataset=site_master)
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check empty_file_check [PASS/CRITICAL] on file_ingestion_log.site_master
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check checksum_validation [PASS/CRITICAL] on file_ingestion_log.site_master
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check schema_header_validation [PASS/CRITICAL] on file_ingestion_log.site_master
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Check row_count_check [PASS/HIGH] on file_ingestion_log.site_master
2026-08-29 21:43:38 | INFO | ingest | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Validated site_master_2026-08-28.csv (24 data rows)
2026-08-29 21:43:38 | INFO | ingest_and_validate_file_task | B-20260828-01 | esg_daily_ingestion.ingest_and_validate_file_task.B-20260828-01 | Task SUCCESS
2026-08-29 21:43:38 | INFO | etl | B-20260828-01 | esg_daily_ingestion.load_staging_task.B-20260828-01 | Loading energy_consumption_2026-08-28.csv into staging
2026-08-29 21:43:38 | INFO | etl | B-20260828-01 | esg_daily_ingestion.load_staging_task.B-20260828-01 | Staged energy_consumption_2026-08-28.csv: 24 valid / 2 rejected rows
2026-08-29 21:43:38 | INFO | etl | B-20260828-01 | esg_daily_ingestion.load_staging_task.B-20260828-01 | Loading carbon_emissions_2026-08-28.csv into staging
2026-08-29 21:43:38 | INFO | etl | B-20260828-01 | esg_daily_ingestion.load_staging_task.B-20260828-01 | Staged carbon_emissions_2026-08-28.csv: 24 valid / 0 rejected rows
2026-08-29 21:43:38 | INFO | etl | B-20260828-01 | esg_daily_ingestion.load_staging_task.B-20260828-01 | Loading site_master_2026-08-28.csv into staging
2026-08-29 21:43:38 | INFO | etl | B-20260828-01 | esg_daily_ingestion.load_staging_task.B-20260828-01 | Staged site_master_2026-08-28.csv: 24 valid / 0 rejected rows
2026-08-29 21:43:38 | INFO | load_staging_task | B-20260828-01 | esg_daily_ingestion.load_staging_task.B-20260828-01 | Task SUCCESS
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260828-01 | Check null_check_mandatory [PASS/HIGH] on staging_energy_data.record_id,site_id,reading_date,energy_kwh
2026-08-29 21:43:38 | INFO | dq | B-20260828-01 | esg_daily_ingestion.run_data_quality_checks_task.B-20260828-01 | Check duplicate_record_check [FAIL/MEDIUM] on staging_energy_data.record_id
