record_id,site_id,reading_date,emissions_co2e,scope
CE-20260822-001-674,SITE-001,2026-08-22,619.75,Scope 1+2
CE-20260822-002-324,SITE-002,2026-08-22,3808.04,Scope 1+2
CE-20260822-003-742,SITE-003,2026-08-22,4161.03,Scope 1+2
CE-20260822-004-922,SITE-004,2026-08-22,421.43,Scope 1+2
CE-20260822-005-551,SITE-005,2026-08-22,126.03,Scope 1+2
CE-20260822-006-877,SITE-006,2026-08-22,1278.9,Scope 1+2
CE-20260822-007-852,SITE-007,2026-08-22,2642.73,Scope 1+2
CE-20260822-008-890,SITE-008,2026-08-22,398.2,Scope 1+2
CE-20260822-009-828,SITE-009,2026-08-22,293.11,Scope 1+2
CE-20260822-010-658,SITE-010,2026-08-22,1114.82,Scope 1+2
CE-20260822-011-727,SITE-011,2026-08-22,773.29,Scope 1+2
CE-20260822-012-736,SITE-012,2026-08-22,593.33,Scope 1+2
CE-20260822-013-782,SITE-013,2026-08-22,381.24,Scope 1+2
CE-20260822-014-847,SITE-014,2026-08-22,1803.23,Scope 1+2
CE-20260822-015-999,SITE-015,2026-08-22,1233.03,Scope 1+2
CE-20260822-016-326,SITE-016,2026-08-22,6392.86,Scope 1+2
CE-20260822-017-544,SITE-017,2026-08-22,1752.5,Scope 1+2
CE-20260822-018-252,SITE-018,2026-08-22,5627.04,Scope 1+2
CE-20260822-019-625,SITE-019,2026-08-22,418.68,Scope 1+2
CE-20260822-020-171,SITE-020,2026-08-22,1428.49,Scope 1+2
CE-20260822-021-629,SITE-021,2026-08-22,1198.79,Scope 1+2
CE-20260822-022-688,SITE-022,2026-08-22,1055.57,Scope 1+2
CE-20260822-023-531,SITE-023,2026-08-22,327.35,Scope 1+2
CE-20260822-024-615,SITE-024,2026-08-22,3979.55,Scope 1+2
